"","Swap.3M.5Y.spread","dUSDHUF","dEURHUF","OIS.3M.spread","EUR.3M.REPO","Eurozone.AAA","Volume.AAA.bond","HUF.3Y.overquote","HUF.5Y.overquote","HUF.3Y.HUF.5Y.overquote","Assets.lt.f.debt","ECB.DEPOSIT","TED.spread","Deviza.tender.DUMMY","Swap.3M.spread.EURHUF","Swap.3M.spread.HUFEUR","Swap.3M.spread","EMBI","HUN.5Y.USD.CDS","Swap.tender","FX.tender"
"6/3/2009",-1.44271467444065,2.41067353423851,2.48893080013988,0.410799342798516,0.918887252126047,-0.944906429697908,-0.135081275970792,0,0,0,0.185755134561736,-0.116995114426626,1.18881099474865,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,0.880895499430865,0,2.59113947008224,2.62977056479877
"6/3/2010",0.848268030773604,2.12134976304257,2.8567111785878,-0.733083268853142,-0.363026137550856,-0.944906429697908,-0.135081275970792,-0.677135759626312,-0.00471069980676679,-0.717960925674084,0.0208398611752661,-0.116995061096875,-0.35195126920159,-0.0475368984398583,-0.0616753006794067,-0.0546645353148123,-0.0644007554655724,-0.799608702495716,0,-0.301595850708603,-0.319043112974352
"6/3/2011",0.591657371648711,-1.40595700929559,-1.28339461789201,0.434475218664866,1.65300964944103,-2.14848980961385,-0.0695970723410995,0,0,0,-0.818029707591581,-0.116995114121969,-0.956431363968071,-0.0475368984398583,0.0414065264025447,-0.0546645353148123,0.0448056173904284,0.328864044932921,0,-0.115928754497404,-0.135675277763614
"6/3/2013",-0.966315785353155,-2.95676742855818,-2.11839639432996,-0.653480071266878,-1.04816104118749,-0.213673662760583,0.189740710805446,0,0,0,-1.0556052223145,-0.116990580280342,-0.908284575401124,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,1.17439460633029,0,-1.25117307626431e-105,-1.63472217121285e-112
"6/3/2014",-0.0194070901334292,0.443340797918564,1.16931779238946,-1.53249460888735,-1.54998818961523,-2.5439548936778,-0.314075620473464,0,0,0,0.882334849083775,-0.116995114426626,-1.13105400476995,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-0.0480158667577025,0,-4.65344578383507e-23,-1.44834886668878e-24
"6/3/2015",-1.46739648138705,-0.998618592510805,0.500206055862537,-0.958986493188383,-1.1728085189763,-1.65485802791509,-0.17012763104969,0,0,0,-0.23027312347405,-0.116995114426626,-0.641029032086363,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-0.528669866060954,0,-1.16136431604464e-96,-9.67857264309149e-28
"6/3/2016",-0.315490485432835,-3.51733118303627,-0.27434848032766,-1.11577072360666,-0.742351915991241,2.46485872862605,-0.180236327630447,0,0,0,0.47996970840421,-0.116995114426626,-0.743606406350457,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,0.0918302117617776,0,-1.23672380999319e-103,-2.1699481826934e-110
"6/30/2008",0.684730857443601,-0.502485415146449,-1.04940548455111,0.943364847210709,0.998778124982116,-0.944906429697908,-0.135081275970792,0,0,0,-1.60811604673335,-0.113235837352401,0.0438060802049834,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-0.239013643633364,4.3507009275472,0,0
"6/30/2009",-0.0198786438404181,-0.453056270282383,-1.09082929190114,-0.371159517134243,1.97977809519237,-0.944906429697908,-0.135081275970792,0,0,0,-2.57064986011936,0.340878273951957,-0.475631788127988,-0.0475368984398583,-0.0971681749240416,-0.0546645353148123,-0.110407540461576,-1.85147062949457,2.58606548772271,-0.275912432753798,-0.266067318771457
"6/30/2010",2.9591490605232,-0.83156722906021,-0.81010903046436,0.880612155159552,-1.36239291877053,-0.944906429697908,-0.135081275970792,0,0,0,-7.76304992520757,5.80177551269337,-1.68505619898201,-0.0475368984398583,2.04436010853497,-0.0546645353148123,2.00292384597616,0.31359024937927,11.103697278193,4.55162981310268,4.51691704636611
