"","TED.spread","HUF.3Y.overquote","HUF.5Y.overquote","HUF.3Y.HUF.5Y.overquote","Swap.3M.spread","Swap.3M.5Y.spread","CHFHUF","CHF.ON","HUF.ON","CHFHUF.3M","HUN.5Y.USD.CDS","CHF.3M.Libor","CHF.ON.Libor","EMBI","FX.tender","CHF.OIS.3M","Swap.tender"
"1/11/2018",1.14279471226839,0.0885614709339061,-0.327993522586978,-0.232843052510969,-0.106081087433361,1.24449694196106,0.61706426745199,-0.420936928710478,1.36984124466614,0.0360997640152387,0,-0.642746714490907,-0.290550105248416,0.231253018661054,-0.554867468543181,-0.00627414409064771,-0.64333764403039
"1/12/2009",NA,0,0,0,NA,NA,0.927322395378504,-0.153182728544585,0.70740911884705,NA,NA,NA,NA,NA,NA,NA,NA
"1/12/2010",NA,0,0,0,NA,NA,0.440652549174735,-0.408158970524721,-0.418829764227321,NA,NA,NA,NA,NA,NA,NA,NA
"1/12/2011",-1.12222359450163,-0.33982699765001,-0.55810041518987,-0.693394181003114,1.54031393630842,0.101087233021934,1.90171757717726,-0.213125609667916,1.48346323709946,-0.766965273070497,0,-0.628280876921297,-0.103485640620418,-0.52983665774881,1.33511625067625,-0.848866254194159,1.37831150470584
"1/12/2012",1.14870784779138,4.08959532587433,1.89357487935275,2.6962212003053,-0.30318448028624,-0.31940975473989,-1.10548335449405,-0.344004814590559,0.90340949601196,-0.552130285517988,0,-0.793270659616918,0.235716931510094,-1.21459013916588,-0.556903705128154,0.712264737040452,-0.649041224722586
"1/12/2015",-0.22060468280566,-0.421409926096864,-0.380460871864462,-0.439284596654839,-0.106081087433361,1.16542477410154,-0.941743054590422,0.159057824857297,-2.1443614709551,-1.19736913800692,0,-0.146598083091187,0.22733585517381,-0.45136302121221,-3.37700121797629e-18,-0.303125048156352,0
"1/12/2016",-0.179164880458466,-0.301751470866198,-0.241435570711873,-0.377380755439146,-0.106081087433361,0.453610088025864,1.13117915603248,-0.0138455433853654,-1.16187117513957,0.22811975016764,0,0.215981095224485,0.105768490283912,-0.649253970017376,0,1.6475128271981,0
"1/12/2017",1.39167120804834,-0.262311011235462,0.208925088750879,0.165637033186259,-0.106081087433361,1.09967920064872,-0.0311986309478019,-0.039810301809797,-0.0221875567902243,-0.10083168374403,0,0.914035553738469,-0.25814310340004,1.07057428167648,-0.556903705128154,0.00738079998048359,-0.649041224722586
"1/12/2018",-0.195874812267618,-0.0666392356649858,-0.349205722122864,-0.139708736659936,-0.106081087433361,0.723063068306829,0.0827527108853762,-0.420914245064357,-0.869628264881818,0.354452185426937,0,0.777247865083393,-0.0345764462629761,0.203428284618031,-0.740241010968067,0.0154747184445063,-0.852795510740873
"1/13/2009",NA,0,0,0,NA,NA,-0.215595685877067,-0.137051455489442,-0.60501737783505,NA,NA,NA,NA,NA,NA,NA,NA
"1/13/2010",NA,0,0,0,NA,NA,0.0274771564045899,-0.0468759745828725,-0.680120264280616,NA,NA,NA,NA,NA,NA,NA,NA
"1/13/2011",-0.358325194335475,-0.369561716988251,2.49990400755488,2.3484575960868,-0.163357951702693,-1.50613368941213,-0.574305807338523,0.466409504988009,-0.57415389054964,-0.287022824186739,0,1.86112650244735,-0.105932129866261,-0.0727544676009237,-0.556903705128154,0.438217479981716,-0.649041224722586
"1/13/2012",1.64553621704371,-0.54031200183839,-0.575520291319936,-0.6642761727,-0.172049329343601,-1.00603809505952,-0.49414343109484,0.443915711320022,-0.69924365992612,-0.268681367818514,0,-1.87738429345709,0.140567286614537,0.213226764972852,-0.41609863877328,-0.602385673372084,-0.447960378572792
"1/13/2014",-0.451194578253,-0.307995938260726,-0.396495226921212,-0.43611145445683,-0.106081087433361,1.22707216498627,0.310763946530574,-0.267228024449449,-0.916819135147842,-0.177471909904602,0,0.186970314214311,-0.0603367633657022,0.581402170911106,-5.79338889314923e-18,-0.0249755056253782,-3.4142214768531e-18
"1/13/2015",-0.70780894603647,-0.2613315627895,-0.310526263410777,-0.373499692013754,-0.106081087433361,-0.476400238998113,0.0187836018660642,0.122759609527402,-1.14910084555371,-0.848549452312981,0,-0.713526902002405,-0.358131477611524,-0.413761169263082,-2.98008401024312e-18,-0.0121788214180777,0
"1/13/2016",2.23656117832911,-0.301785733955416,-0.172385127649477,-0.353017721897892,-0.106081087433361,0.0992667713171736,0.228457148154529,-0.168014563444687,-0.620566171947509,-4.48270130678663e-06,0,-0.0363433974312133,0.312946834300055,-0.000219369943230466,0,0.129777787116323,0
"1/13/2017",0.461203723976104,-0.270039327063234,0.253379055943122,0.201275486565048,-0.106081087433361,0.526189009976532,-0.294047870219187,-0.352299182304223,-0.201764508916336,0.247306711837774,0,-0.624792979414248,-0.939759828909227,-0.0193838358810065,-0.416098638773281,-0.0626148506159208,-0.447960378572791
"1/14/2008",NA,0,0,0,NA,NA,-0.671545284206047,0.374438232132502,0.801585409814289,NA,NA,NA,NA,NA,NA,NA,NA
"1/14/2009",NA,0,0,0,NA,NA,-0.26523741998244,-0.150924546515467,0.418633576048271,NA,NA,NA,NA,NA,NA,NA,NA
"1/14/2010",NA,0,0,0,NA,NA,-0.80058656214513,-0.0228962280270617,-1.5071075712739,NA,NA,NA,NA,NA,NA,NA,NA
"1/14/2011",-1.01543192069387,-0.376494244923694,-0.984962092388364,-1.10046564138238,-0.125250996095461,-0.234314111982729,0.233658327304947,-1.4808430094568,-0.610900566762019,-1.23328194662631,0,0.00142649668242704,0.135696057810853,0.213412728189321,-0.41609863877328,0.180765808707068,-0.447960378572792
"1/14/2013",0.2012409229427,-0.306744264126017,-0.465054619611589,-0.495531210663902,-0.106081087433361,-1.90718349178905,0.641645166642804,0.00624918566696663,0.0151119429277444,0.473490241645307,0,-1.19212409770959,-0.208448476334837,-0.502400712857093,2.81047938695916e-285,-0.227242207816965,-1.73074346112544e-286
"1/14/2014",-0.185108427181851,-0.307959889048953,-0.284262171401588,-0.345737263170756,-0.106081087433361,-0.729536095781756,-0.333434476580927,-0.362715223246472,-0.586860384315606,0.259237596519285,0,-0.258570506671528,-0.0385812418468595,0.75817859682958,-0.353128224266186,0.00787612209980796,-0.457394946196462
"1/14/2015",0.247718389040075,-0.103087682730825,-0.240284462179389,-0.309788517707844,-0.106081087433361,-0.449609551945371,-11.2875946911393,0.160862318981139,-0.149588225764502,-2.24267585416395,0,2.684534759956,-0.0764563723815561,-0.641230775277057,5.79338889314924e-18,0.374442333099605,0
"1/14/2016",0.446357032054685,-0.304179337806286,-0.145337874883593,-0.343196681260369,-0.106081087433361,0.878128213590069,0.775624566141859,-0.142621136478699,-1.67976879283811,-0.526836241492209,0,-0.543310762616939,0.137415666194306,-2.24180374213906,0,-0.262572626926431,0
"1/15/2008",NA,0,0,0,NA,NA,-0.801452160935422,-0.447295121127126,1.06717326905165,NA,NA,NA,NA,NA,NA,NA,NA
"1/15/2009",NA,0,0,0,NA,NA,0.415413254037606,-0.219782186204197,0.328245397195884,NA,NA,NA,NA,NA,NA,NA,NA
"1/15/2010",NA,0,0,0,NA,NA,0.277241714195363,-0.0398762316987834,-0.171055184532791,NA,NA,NA,NA,NA,NA,NA,NA
"1/15/2013",-0.900128481546898,-0.3067627729805,-0.295672126875518,-0.348526011670277,-0.106081087433361,0.234478099657018,-0.362437252695082,0.188460560458336,0.736561461134197,-1.24531553230965,0,-0.0231800641932818,0.107427624390723,-0.19209745637247,2.39854262706965e-284,-1.65541992903232,-8.05626738026971e-286
"1/15/2014",-0.700212491655635,-0.307689630096155,-0.173743121660648,-0.260416952218307,-0.106081087433361,0.958114426033941,-0.734540161218664,-0.253414315242252,-0.381832753427012,-0.314423342094255,0,1.10710902927203,0.0256209378457637,-0.687082590535049,-2.8212268652818,0.197619669848768,-3.14647891977364
"1/15/2015",-0.954542443883712,-0.0128360865220335,-0.191142055851781,-0.265077022893824,-0.106081087433361,0.777408672030087,-2.48442819644587,0.0944956158412758,1.26008909076606,-2.56889481217961,0,-0.390786609699787,-0.043121079843905,0.684910765132753,-0.353128224266186,-0.107049184027216,0
"1/15/2016",0.704002375486541,-0.308185960229272,-0.174510740135277,-0.352978926950878,-0.106081087433361,0.606654040779764,-0.314597678270864,-0.838848318287941,0.712592672744126,0.130970741710019,0,-0.0499713572658809,-0.163578566309815,0.230592269926416,0,-0.653556174728776,0
"1/15/2018",-0.47764955162271,-0.312549834476633,-0.371226379155518,-0.104731137773216,-0.106081087433361,0.833126247305948,-0.50601507950076,-0.420885899788321,-0.234305228151627,-0.426506831333946,0,-0.552296874777353,-1.13607666115186,0.158323329774809,-2.9661637711496,0.0570268250771043,-3.25953899802273
"1/16/2008",NA,0,0,0,NA,NA,-0.15303729686048,-0.406808667769568,-0.276694188327625,NA,NA,NA,NA,NA,NA,NA,NA
"1/16/2009",NA,0,0,0,NA,NA,-1.99609075293327,-0.515208885524804,0.522727702419516,NA,NA,NA,NA,NA,NA,NA,NA
"1/16/2012",1.44926794214696,-0.419441719552535,-0.486033496258616,-0.585999725157737,0.13794829574826,-0.303383407246519,1.20744032425936,0.128074372496249,1.2359111922978,-0.691888276907363,0,-0.178690375813909,0.00981283985186379,0.0430765608892431,-0.141710164889728,0.489299398539691,-0.100781852239845
"1/16/2013",-0.565324361795395,-0.307054383286659,-0.116413762098192,-0.19608532904086,-0.106081087433361,-1.01557120410396,1.92752275103523,0.155042018471277,1.21109870176435,1.57268005458725,0,-1.83493650436193,0.355913536046109,1.17471923839032,2.79980177610614e-284,-0.139431208402981,1.6300803216584e-285
